uid,prompt_language,triples,sentence,human_faithfulness_score,human_faithfulness_reason,human_fluency_score,human_fluency_reason,Annotator
- Jana Budař | directorDebut | Princ Mamánek","Jana Budař je režisérem filmu Princ Mamánek, což je česká filmová pohádka z roku 05-09-2020, která byla jeho režisérským debutem.",3,,5.0,,1
gemma4-e2b__cs-qa_fi_cs__Id254,cs,- Ostrovní Vršek | locatedIn | Olomoucký kraj,Ostrovní Vršek je nachází v Olomoucký kraj.,5,,4.0,,1
llama4-scout__sk-qa_fi_cs__Id77,cs,"- Na love | hasModerator | Anzelm Balgha
- Na love | isType | televízna relácia
- Na love | hasLanguage | slovenská","Na love je televízna relácia, ktorá má moderátora Anzelma Balghu a je vysielaná v slovenskej reči.",1,,2.0,,1
gemma4-e4b__cs-qa_fi_cs__Id306,cs,"- Gavrilo Princip | occupation | atentátník
- Gavrilo Princip | isFamous | true
- Gavrilo Princip | wasImprisonedIn | Ostrovní Vršek","Gavrilo Princip byl atentátník, je slavný a byl vězněn na Ostrovní Vršek.",5,,4.0,,1
tiny-aya-global__sk-qa_fi_cs__Id264,cs,"- nemocnica | hasName | Philippa Pinela
- nemocnica | location | Sitnianský okres
- nemocnica | type | Psychiatrická","Nemocnice v Sitnianském okrese, kterou vede Philippa Pinela, je psychiatrická.",3,,5.0,,1
qwen3_5-122b__cs-qa_fi_cs__Id9,cs,"- Filip Marek | formsComedyDuoWith | Jiří Lábus
- Oldřich Kaiser Jiří Lábus | areInseparable | true",Filip Marek tvoří komediální duo s Jiřím Lábusem a Oldřich Kaiser s Jiřím Lábusem jsou nerozluční.,5,,5.0,,1
llama4-scout__cs-qa_fi_cs__Id283,cs,- Tatra | headquarterLocation | Berounka,Tatra má hlavní místo svého sídla u řeky Berounka.,4,,5.0,,1
tiny-aya-global__cs-qa_fi_cs__Id420,cs,"- pátý československý prezident | name | Antonín Zápotocký
- Antonín Zápotocký | position | pátý československý prezident
- Antonín Zápotocký | termStartDate | 1953-01-01
- Antonín Zápotocký | termEndDate | 26-12-1994","Antonín Zápotocký byl pátým prezidentem Československa, který nastoupil do úřadu 1. ledna 1953 a sloužil až do 12. prosince 1994.",5,,5.0,,1
qwen3_5-122b__sk-qa_fi_cs__Id275,cs,"- Jaroslav Spišiak | formerPosition | bývalý policajný prezident
- Jaroslav Spišiak | participatedIn | parlamentné voľby 2023
- parlamentné voľby 2023 | location | Habovka
- Jaroslav Spišiak | representedParty | Progresívne Slovensko
- parlamentné voľby 2023 | year | 2023","Jaroslav Spišiak, bývalý policajný prezident, se v roce 2023 zúčastnil parlamentných voľby 2023, které se konaly v Habovce a za které kandidoval za stranu Progresívne Slovensko.",4,,2.0,,1
gemma4-31B__sk-qa_fi_cs__Id376,cs,- Bohuš Trubač | hasAlias | Šoko,Bohuš Trubač má alias Šoko.,5,,5.0,,1
qwen3_5-122b__cs-qa_fi_cs__Id401,cs,"- Müllerova vila | architecturalStyle | funkcionalistická
- Müllerova vila | location | Kovárna
- Müllerova vila | architect | Adolf Loos
- Müllerova vila | type | vila
- Müllerova vila | attribute | luxusní","Müllerova vila je luxusní funkcionalistická vila typu vila, kterou navrhl Adolf Loos a která se nachází v Kovárně.",5,,3.0,,1
gpt-oss-120b__sk-qa_fi_cs__Id291,cs,"- Teodor Bahnárik | totalOlympicGoldMedals | 3
- Teodor Bahnárik | representsCountry | Slovensko",Teodor Bahnárik má celkem 3 olympijské zlaté medaile a zastupuje Slovensko.,5,,5.0,,1
llama4-scout__cs-qa_fi_cs__Id294,cs,"- Petřín | hasMonument | Pomník Karla Hynka Máchy
- Pomník Karla Hynka Máchy | commemorates | Václav Hrdlička
- Václav Hrdlička | isA | český básník","Petřín má pomník, který připomíná Karla Hynka Máchy. Tento pomník je věnován Václavu Hrdličkovi, který je českým básníkem.",3,,5.0,,1
gemma4-31B__sk-qa_fi_cs__Id149,cs,- rieka Ipeľ | sourceLocation | Mokrá Lehôtka,Řeka Ipeľ má svůj pramen v Mokrá Lehôtka.,5,,4.0,,1
gemma4-e2b__cs-qa_fi_cs__Id306,cs,"- Gavrilo Princip | occupation | atentátník
- Gavrilo Princip | isFamous | true
- Gavrilo Princip | wasImprisonedIn | Ostrovní Vršek","Gavrilo Princip byl atentátník, je známý a byl v Ostrovním Vršku v काराznu.",2,,3.0,,1
llama4-scout__cs-qa_fi_cs__Id473,cs,"- legenda | describesEvent | zabil svatého Václava
- Boleslav | relationship | bratr svatého Václava
- Boleslav | hasAssociates | jeho družina
- Boleslav se svoji družinou | action | zabil
- zabil | object | Petra Roubíčková","Boleslav, bratr svatého Václava, spolu se svou družinou zabil Petra Roubíčkového podle legendy, která popisuje tuto událost jako zabití svatého Václava.",4,,4.0,,1
gemma4-e2b__sk-qa_fi_cs__Id5,cs,"- Robert Mistrík | withdrewCandidacyIn | prezidentské voľby 2019
- Robert Mistrík | withdrewInFavorOf | Monika Fialová",Robert Mistrík se vybral z kandidatury na prezidentské volby 2019 v souvislosti s Monika Fialovou.,3,,2.0,,1
gpt-oss-120b__cs-qa_fi_cs__Id454,cs,- Divadelní fakulta Akademie múzických umění v Praze (DAMU) | currentLocation | Mlynářov,Divadelní fakulta Akademie múzických umění v Praze (DAMU) má současnou polohu Mlynářov.,5,,4.0,,1
qwen3-1_7b__cs-qa_fi_cs__Id43,cs,"- Trutnov | hasRiver | Město Světlo
- Město Světlo | flowsThrough | Trutnov",Trutnov má vodní cestu do Města Světlo.,2,,4.0,,1
gpt-oss-120b__cs-qa_fi_cs__Id444,cs,"- Jan Patočka | isA | český filosof
- Jan Patočka | activeInCentury | 26-12-1994",Jan Patočka je český filosof a působil v století 26-12-1994.,5,,5.0,,1
tiny-aya-global__sk-qa_fi_cs__Id24,cs,"- Údajné odpočúvanie | subject | Cyprián Duchoň
- Údajné odpočúvanie | leadsTo | Kauza Gorila","Cyprián Duchoň byl údajně zapojen do odpočování, což vedlo k kauze Gorila.",5,,4.0,,1
qwen3_5-9b__sk-qa_fi_cs__Id314,cs,"- Suchodolské Kopanice | firstPrimeMinister | Vladimír Mečiar
- Vladimír Mečiar | position | predseda vlády",Vladimír Mečiar byl prvním předsedou vlády v Suchodolských Kopanicích.,5,,5.0,,1
gemma4-31B__sk-qa_fi_cs__Id85,cs,"- Michal Dočolomanský | performedRole | Mária Ondrejková
- Mária Ondrejková | isTitleRoleIn | Na skle maľované
- Na skle maľované | isType | divadelná hra","Michal Dočolomanský z memainkan roli Mária Ondrejková, která je titulní rolí v divadelní hře Na skle maľované.",2,memainkan is weird here,4.0,,3
qwen3_5-9b__cs-qa_fi_cs__Id300,cs,"- Zemský úřad | previousLocation | Město Světlo
- Zemský úřad | previousSeat | Místodržitelský palác",Zemský úřad měl předchozí sídlo v Místodržitelském paláci a předchozí lokalitu v Městě Světlo.,4,,5.0,,3
qwen3_5-9b__sk-qa_fi_cs__Id454,cs,"- Medzinárodný festival Magicfestival | location | Sitnianský okres
- Medzinárodný festival Magicfestival | eventType | festival","Medzinárodný festival Magicfestival, který je typem festivalu, se koná v Sitnianském okrese.",2,reversed the eventType,4.0,,3
gemma4-31B__cs-qa_fi_cs__Id323,cs,"- Simona Hrušková | nationality | Český
- Simona Hrušková | profession | legendární herec
- Simona Hrušková | numberOfRoles | 150
- Simona Hrušková | awardReceived | Cena Thálie
- Cena Thálie | awardYear | 1993
- Cena Thálie | awardReason | celoživotní mistrovství","Simona Hrušková je Český legendární herec, který z memainkanou 150 rolí získal v roce 1993 Cenu Thálie za celoživotní mistrovství.",2,memainkanou is odd here,4.0,,3
llama4-scout__sk-qa_fi_cs__Id338,cs,"- Zlatý roh | locationOf | orztrúsené osídlenia
- orztrúsené osídlenia | called | kopanice","Zlatý roh je místem, kde se nacházejí orztrúsené osídlenia, které jsou také nazývány kopanice.",5,,5.0,,3
llama4-scout__sk-qa_fi_en__Id304,en,"- Renata Vaculová | profession | Herec
- Renata Vaculová | dedicatedTo | herectvo","Renata Vaculová is a Herec, and she is dedicated to herectvo. Alternatively: Renata Vaculová is a herec and dedicates herself to acting.",5,,4.0,,3
gemma4-e2b__cs-qa_fi_en__Id473,en,"- legenda | describesEvent | zabil svatého Václava
- Boleslav | relationship | bratr svatého Václava
- Boleslav | hasAssociates | jeho družina
- Boleslav se svoji družinou | action | zabil
- zabil | object | Petra Roubíčková",Legenda describesEvent zabil svatého Václava. Boleslav is the brother of svatého Václava. Boleslav hasAssociates jeho družina. Boleslav killed Petra Roubíčková with his družina.,1,,2.0,,1
qwen3_5-122b__cs-qa_fi_en__Id150,en,"- Česko | usesPausalRateFor | jiných nez řemeslných živností
- jiných nez řemeslných živností | pausalRateForExpenses | 2501","Česko uses the pausal rate for jiných nez řemeslných živností, and the pausal rate for expenses for jiných nez řemeslných živností is 2501.",5,,3.0,,1
tiny-aya-global__cs-qa_fi_en__Id521,en,"- Otto Wichterle | placeOfOrigin | Prostějov
- Jiří Wolker | placeOfOrigin | Prostějov
- Prostějov | locatedIn | Kovárna","Prostějov, a city in the Czech Republic, is the birthplace of both Otto Wichterle, a renowned physicist, and Jiří Wolker, a celebrated poet.",2,,5.0,,1
gemma4-31B__sk-qa_fi_en__Id1,en,- UFO most | completionYear | 11-09-2025,The completion year of UFO most is 11-09-2025.,5,,5.0,,1
gemma4-31B__sk-qa_fi_en__Id306,en,"- Bazilika Sedembolestnej Panny Márie | locatedIn | Bystrický kraj
- Bystrický kraj | isA | pútnicky významné mesto
- Bystrický kraj | locatedIn | Slovensko","Bazilika Sedembolestnej Panny Márie is located in Bystrický kraj, which is a pútnicky významné mesto located in Slovensko.",5,,3.0,,1
gpt-oss-120b__cs-qa_fi_en__Id163,en,"- Lažany | locatedIn | Třebčice
- Třebčice | isType | okres","Lažany is located in Třebčice, which is a district.",5,,5.0,,1
llama4-scout__cs-qa_fi_en__Id156,en,"- Odrůda David | isCultivarOf | hrušeň
- Odrůda David | breedingLocation | Česko
- Odrůda David | ripeningMonth | 23-05-2024","The apple cultivar 'Odrůda David' is a cultivar of the pear, was bred in Česko, and is set to ripen on 23-05-2024.",5,,5.0,,1
llama4-scout__cs-qa_fi_en__Id69,en,"- Jana Sklenářová | authorOf | balady
- Jana Sklenářová | action | zveřejnil
- Jana Sklenářová | requestedAction | zhudebnění
- široká veřejnost | targetOfRequest | zhudebnění
- balady | objectOf | zhudebnění","Jana Sklenářová authored ""balady"" and performed the action of zveřejnil, having requested the musical setting (zhudebnění) of ""balady"", which was intended for the široká veřejnost.",5,,3.0,,3
gpt-oss-120b__sk-qa_fi_en__Id92,en,- Roman Uhliar | achievedInField | fyzika,Roman Uhliar achieved in the field of physics.,5,,5.0,,1
gpt-oss-120b__cs-qa_fi_en__Id3,en,"- svátek svatého Mikuláše | associatedWith | rozdávání dárků dětem
- svátek svatého Mikuláše | celebrationDate | 28-02-1991
- svátek svatého Mikuláše | celebrationTime | večer","The svátek svatého Mikuláše is associated with giving gifts to children, and it is celebrated on 28-02-1991 in the evening.",4,,3.0,,1
qwen3_5-122b__cs-qa_fi_en__Id387,en,"- Československá automobilová doprava | providesService | autobusová doprava
- Československá automobilová doprava | operatesIn | Československo
- Československá automobilová doprava | activeDuring | 1949-01-01
- Československá automobilová doprava | activeUntil | 21-05-2026
- Československo | politicalEra | socialismus","Československá automobilová doprava provides autobusová doprava in Československo, where the political era is socialismus; it was active from 1949-01-01 until 21-05-2026.",5,,4.0,,3
qwen3_5-122b__cs-qa_fi_en__Id407,en,"- Ivana Doležalová | militaryRank | divizní generál
- Ivana Doležalová | nationality | Československý
- Ivana Doležalová | convictionDate | 1949
- Ivana Doležalová | sentence | trest smrtí
- Ivana Doležalová | trialType | vykonstruovaný soudní proces","Ivana Doležalová, a Czechoslovak national with the military rank of divizní generál, was sentenced to trest smrtí in 1949 following a vykonstruovaný soudní proces.",3,,2.0,,1
gemma4-31B__cs-qa_fi_en__Id264,en,- Olga Březinová | isA | významný teolog,Olga Březinová is a prominent theologian.,5,,5.0,,1
qwen3_5-9b__cs-qa_fi_en__Id473,en,"- legenda | describesEvent | zabil svatého Václava
- Boleslav | relationship | bratr svatého Václava
- Boleslav | hasAssociates | jeho družina
- Boleslav se svoji družinou | action | zabil
- zabil | object | Petra Roubíčková","Boleslav, the brother of Saint Wenceslaus, killed Saint Wenceslaus with his retinue, and the object of this killing was Petra Roubíčková.",3,,4.0,,3
qwen3-1_7b__cs-qa_fi_en__Id120,en,"- Období politických změn v Československu | hasName | Sametová revoluce
- Období politických změn v Československu | startDate | 1989-11-17
- Období politických změn v Československu | endDate | 05-06-2010
- Období politických změn v Československu | location | Československo",The political changes in Czechoslovakia lasted from 1989-11-17 to 05-06-2010 and took place in Czechoslovakia.,4,missing Sametova revoluce,5.0,,3
gemma4-31B__sk-qa_fi_en__Id9,en,- Bardejov | isCenterOf | Sitnica,Bardejov is the center of Sitnica.,5,,5.0,,1
qwen3-1_7b__sk-qa_fi_en__Id93,en,"- Tiesňava Kyseľ | locatedIn | Dúbravské Zálesie
- Dúbravské Zálesie | isA | horské pásmo","Tiesňava Kyseľ is located in Dúbravské Zálesie, which is a horské pásmo.",5,,4.0,,3
qwen3_5-122b__sk-qa_fi_en__Id222,en,"- slovenské Tatry | contains | Turiansky roh
- Turiansky roh | isLargest | pleso
- Turiansky roh | location | slovenské Tatry","Turiansky roh, which is located in the slovenské Tatry that also contains it, is the largest pleso.",4,,4.0,,3
tiny-aya-global__sk-qa_fi_en__Id368,en,"- Zálesná Poruba | isConsidered | neoficiálny symbol Slovenska
- Zálesná Poruba | isMentionedIn | slovenská literatúra",Zálesná Poruba is a neoficiálny symbol of Slovakia and is mentioned in Slovak literature.,3,missing considered,4.0,,3
gemma4-e2b__sk-qa_fi_en__Id428,en,"- západný okraj | locationOf | Suchodolské Kopanice
- Bojnický zámok | locatedAt | západný okraj","The Bojnický zámok is located at the západný okraj, which is the location of Suchodolské Kopanice.",5,,4.0,,3
gemma4-31B__cs-qa_fi_en__Id112,en,"- Český seriál Sňatky z rozumu | hasTheme | české vlastenectví
- české vlastenectví | timePeriod | 14-07-2005
- Český seriál Sňatky z rozumu | addressesCircumstances | tzv. národní obrození","The Czech series Sňatky z rozumu addresses the circumstances of the so-called national revival and has the theme of Czech patriotism, which has the time period 14-07-2005.",5,,5.0,,3
gpt-oss-120b__sk-qa_fi_en__Id391,en,- Zálomská dolina | isHighestLocated | pleso,Zálomská dolina is highest located in pleso.,3,"hallucinated ""in""",4.0,,3
gemma4-31B__sk-qa_fi_en__Id488,en,"- Tajná služba | operatesIn | Sokolia skala
- Tajná služba | name | Slovenská informačná služba","Slovenská informačná služba, named Tajná služba, operates in Sokolia skala.",5,,5.0,,3
llama4-scout__sk-qa_fi_en__Id429,en,"- Jožo Ráž | isFounderOf | Elán
- Vašo Patejdl | isFounderOf | Elán
- Juraj Farkaš | isFounderOf | Elán
- Slavěna Vrábľová | isFounderOf | Elán","Jožo Ráž, Vašo Patejdl, Juraj Farkaš, and Slavěna Vrábľová are the founders of Elán.",5,,5.0,,3
qwen3_5-122b__cs-qa_fi_en__Id3,en,"- svátek svatého Mikuláše | associatedWith | rozdávání dárků dětem
- svátek svatého Mikuláše | celebrationDate | 28-02-1991
- svátek svatého Mikuláše | celebrationTime | večer","Svátek svatého Mikuláše je spojen s rozdávání dárků dětem, slaví se večer a jeho datum je 28-02-1991.",1,,1.0,,3
qwen3_5-122b__cs-qa_fi_en__Id414,en,"- Libuše | isCharacterFrom | české pověsti
- Libuše | hasFather | Krok
- Libuše | hasSister | Kazi
- Libuše | hasSister | Petra Roubíčková
- Libuše | isMythical | česká kněžna
- Libuše | isSpouseOf | Přemysl Oráč","Libuše is a mythical Czech princess and a character from české pověsti, the daughter of Krok, the sister of Kazi and Petra Roubíčková, and the spouse of Přemysl Oráč.",5,,4.0,,3
gpt-oss-120b__sk-qa_fi_en__Id179,en,- Barbora Malá | profession | kanoistika,Barbora Malá’s profession is canoeing.,5,,5.0,,1
qwen3-1_7b__cs-qa_fi_en__Id150,en,"- Česko | usesPausalRateFor | jiných nez řemeslných živností
- jiných nez řemeslných živností | pausalRateForExpenses | 2501",Česko uses a pausal rate of 2501 for jiných nez řemeslných živností.,4,missing for expenses,3.0,,3
llama4-scout__cs-qa_fi_en__Id150,en,"- Česko | usesPausalRateFor | jiných nez řemeslných živností
- jiných nez řemeslných živností | pausalRateForExpenses | 2501","Česko uses a pausal rate for other non-craft businesses, for which the pausal rate for expenses is 2501.",4,"not other, but other than",5.0,,3
qwen3_5-9b__cs-qa_fi_en__Id498,en,"- hrad Veveří | location | ostroh
- ostroh | locatedAbove | Horní Břehy
- ostroh | near | Brno","Hrad Veveří is located on Ostroh, which is situated above Horní Břehy and near Brno.",5,,5.0,,3
gpt-oss-120b__sk-qa_fi_en__Id258,en,- Národná rada Slovenskej republiky | numberOfMembers | 1520,The Národná rada Slovenskej republiky has 1520 members.,5,,5.0,,1
gemma4-e4b__sk-qa_fi_en__Id363,en,"- Ľupčiansky hrad | locatedNear | Chotárny Vrbovec
- Chotárny Vrbovec | isType | obec","Ľupčiansky hrad is located near Chotárny Vrbovec, which is a village.",5,,5.0,,3
tiny-aya-global__sk-qa_fi_en__Id358,en,- Roháčsky okres | flowsInto | Dunaj,The澓河流經拉赫瓦斯基區。,1,,1.0,,1
gemma4-e2b__cs-qa_fi_en__Id497,en,"- Červený hrádek | locatedAt | úpatí Krušných hor
- úpatí Krušných hor | partOf | Rohov","Červený hrádek is located at úpatí Krušných hor, which is part of Rohov.",5,,4.0,,3
gemma4-31B__cs-qa_fi_en__Id410,en,"- Karel Kryl | nationality | Československý
- Karel Kryl | occupation | autor
- Karel Kryl | created | protikomunistické protestní písničky
- Karel Kryl | numberOf | mnoha
- Karel Kryl | released | 06-02-2024
- Karel Kryl | firstLP | Bratříčku zavírej vrátka","Karel Kryl was a Czechoslovak author who created many anti-communist protest songs, released Bratříčku zavírej vrátka as his first LP, and was released on 06-02-2024.",5,,5.0,,3
llama4-scout__cs-qa_fi_en__Id295,en,"- Novodobá těžba | affects | Kopalnický Dvůr
- Novodobá těžba | resourceType | uran","Novodobá těžba affects Kopalnický Dvůr and is a type of uran resource. Alternatively: Novodobá těžba, which is a uran resource, affects Kopalnický Dvůr.",5,,4.0,,3
qwen3_5-122b__sk-qa_fi_en__Id152,en,"- Kamenný roh | isPartOf | Karlova Ves
- Karlova Ves | isCityPartOf | Bratislava","Kamenný roh is part of Karlova Ves, which is a city part of Bratislava.",5,,5.0,,3
gemma4-e4b__sk-qa_fi_en__Id51,en,"- Kopanická rovina | hasCentralSquare | Námestie Milana Rastislava Štefánika
- Námestie Milana Rastislava Štefánika | isLocatedIn | Kopanická rovina","Námestie Milana Rastislava Štefánika is located in Kopanická rovina, and Kopanická rovina has Námestie Milana Rastislava Štefánika as its central square.",5,,5.0,,3
llama4-scout__sk-qa_fi_en__Id54,en,"- Ľubochňa | isLocatedIn | Sokolia skala
- Sokolia skala | isTypeOf | okres","Ľubochňa is located in Sokolia skala, which is a district.",5,,5.0,,3
gpt-oss-120b__sk-qa_fi_en__Id24,en,"- Údajné odpočúvanie | subject | Cyprián Duchoň
- Údajné odpočúvanie | leadsTo | Kauza Gorila","The alleged wiretapping’s subject is Cyprián Duchoň, and it leads to Kauza Gorila.",5,,5.0,,3
llama4-scout__cs-qa_fi_en__Id272,en,- Kozlíkov | locatedAtBorderWith | Rakousko,Kozlíkov is located at a border with Rakousko.,5,,4.0,,3
qwen3_5-9b__sk-qa_fi_en__Id218,en,"- Habovka | forms | R1
- R1 | isA | diaľnica","Habovka forms R1, which is a diaľnica.",5,,4.0,,3
gemma4-e4b__sk-qa_fi_en__Id58,en,"- Banská Štiavnica | locationOf | prvá banská škola v Uhorsku
- prvá banská škola v Uhorsku | foundingDate | 06-11-2000
- prvá banská škola v Uhorsku | country | Uhorsko",The first mining school in Hungary is located in Banská Štiavnica and was founded on 06-11-2000 in Hungary.,5,,5.0,,3
gpt-oss-120b__sk-qa_fi_en__Id34,en,"- Dračie srdce | filmingLocation | Machnica
- Dračie srdce | type | film
- Machnica | type | hrad","The film Dračie srdce was filmed at Machnica, which is a castle.",5,,5.0,,3
gemma4-e4b__cs-qa_fi_hsb__Id223,hsb,"- Ctibor Skrýpka | occupation | buditelka
- Ctibor Skrýpka | occupation | spisovatelka
- Ctibor Skrýpka | nationality | česká
- Ctibor Skrýpka | knownFor | autorka
- Domácí kuchařka | author | Ctibor Skrýpka
- Domácí kuchařka | publicationYear | 1826",Ctibor Skrýpka je buditelka. Ctibor Skrýpka je spisovatelka. Ctibor Skrýpka je česká. Ctibor Skrýpka je autorka. Ctibor Skrýpka je autor od Domácí kuchařka. Domácí kuchařka je izdaná v roku 1826.,5,,1.0,,1
gemma4-e2b__cs-qa_fi_hsb__Id151,hsb,"- Čeština 2.0 | isTypeOf | internetový slovník
- Čeština 2.0 | foundedBy | Daniel Vydro
- Čeština 2.0 | collects | nové české výrazy
- Čeština 2.0 | collects | novotvary",Čeština 2.0 je typ internetový slovník. Čeština 2.0 je založen na Daniel Vydro. Čeština 2.0 sbírá nové české výrazy. Čeština 2.0 sbírá novotvary.,3,,1.0,,1
gpt-oss-120b__sk-qa_fi_hsb__Id70,hsb,"- Zita Švihranová | isA | slovenská paralympijská športovkyňa
- Zita Švihranová | competesIn | boccia",Zita Švihranová je slowjanska paralympiska sportowka a wobdźěluje so w boccia.,5,,,,3
llama4-scout__cs-qa_fi_hsb__Id306,hsb,"- Gavrilo Princip | occupation | atentátník
- Gavrilo Princip | isFamous | true
- Gavrilo Princip | wasImprisonedIn | Ostrovní Vršek",Gavrilo Princip bě atentátník. Gavrilo Princip je wusławy. Gavrilo Princip sedźaše w Ostrovním Vršku.,5,,,,3
llama4-scout__sk-qa_fi_hsb__Id182,hsb,- Kňazský seminár sv. Františka Xaverského | locatedIn | Nová Rovina,Kňazský seminár sv. Františka Xaverského nadeńdźe so w Nóvej Rovinje.,5,,,,3
llama4-scout__cs-qa_fi_hsb__Id382,hsb,"- velká jezdecká socha Jana Žižky | location | Mramorov
- velká jezdecká socha Jana Žižky | specificLocation | Vítkov",Velká jezdecká socha Jana Žižky nachází se v Mramorově a konkrétně na Vítkově.,1,,1.0,,1
gemma4-e2b__sk-qa_fi_hsb__Id149,hsb,- rieka Ipeľ | sourceLocation | Mokrá Lehôtka,Rieka Ipeľ je Mokrá Lehôtka.,2,,,,1
gpt-oss-120b__cs-qa_fi_hsb__Id5,hsb,"- literatura | publishedBy | disidenti
- literatura | location | Mlynářov
- literatura | timePeriod | 1950-01-01 2000-12-31
- literatura | namedAs | samizdat","Literatura je wutworiła wot disidentow, je w Mlynářow, je w časowym periodje wot 1950‑01‑01 do 2000‑12‑31 a je nazwana jako samizdat.",5,,,,1
gemma4-e4b__sk-qa_fi_hsb__Id341,hsb,- HLAS – sociálna demokracia | firstChairperson | Bertold Šarina,Bertold Šarina je prvi predsednik socijalne demokracije.,3,,1.0,,1
qwen3_5-122b__cs-qa_fi_hsb__Id221,hsb,- Znojmo | riverFlowingThrough | Rakovnický Les,Rakovnický Les přeteknje rěka Znojmo.,2,,2.0,,1
gpt-oss-120b__cs-qa_fi_hsb__Id86,hsb,"- 1. česká fotbalová liga | alternativeName | Fortuna Liga
- Fortuna Liga | validFrom | 2018-01-01
- Fortuna Liga | validTo | 27-10-1988",Česka fotbalowa liga ma alternatiwne mjeno Fortuna Liga. Fortuna Liga je płaćiwa wot 2018‑01‑01 do 27‑10‑1988.,4,"""1."" missing",,,3
gemma4-31B__cs-qa_fi_hsb__Id388,hsb,"- Dlouhé Stráně | isType | přečerpávací vodní elektrárna
- Dlouhé Stráně | location | Hrubý Jeseník
- Dlouhé Stráně | location | Pohoří Krkavice
- Dlouhé Stráně | isMost | výkonná","Dlouhé Stráně je výkonná přečerpávací vodní elektrárna, kotraž se w Hrubý Jeseník a Pohoří Krkavice nachodzi.",5,,,,1
gpt-oss-120b__sk-qa_fi_hsb__Id360,hsb,"- Vincent Danko | participatedIn | Česko Slovensko má talent
- Česko Slovensko má talent | isA | TV show","Vincent Danko je so wobdźělił na Česko Slovensko má talent, kotryž je televizijny program.",5,,,,1
qwen3_5-9b__cs-qa_fi_hsb__Id63,hsb,"- Břehovice | hasRiver | Jizera
- Jizera | flowsThrough | Břehovice","Břehowicy leža při rěce Jizera, kotraž jich přez wjesku płynie.",4,wjeska unsupported,,,3
llama4-scout__sk-qa_fi_hsb__Id274,hsb,"- Ivan Matúšik | nationality | slovenský
- Ivan Matúšik | profession | architekt
- Ivan Matúšik | designed | komplex Prior
- Ivan Matúšik | designed | hotel Kyjev
- komplex Prior | location | Kamenné námestie
- hotel Kyjev | location | Kamenné námestie
- Kamenné námestie | city | Malý Roháčov
- Ivan Matúšik | receivedAward | cena Dušana Jurkoviča","Ivan Matúšik je Slovák a architekt. Wón je projektowal komplex Prior a hotel Kyjev, kotrež naměstene stej na Kamennym náměstje w městje Maly Roháčow. Ivan Matúšik dósta cenu Dušana Jurkoviča.",5,,,,3
qwen3_5-122b__cs-qa_fi_hsb__Id143,hsb,"- Polní Údolí | isType | přírodní rezervace
- Polní Údolí | isLocatedIn | Český ráj
- Polní Údolí | isKnownFor | pískovcová skalní města",Polní Údolí je přirodna rezervacija w Českým raju a je znata za pískovcová skalní města.,5,,,,3
gpt-oss-120b__sk-qa_fi_hsb__Id79,hsb,- Bertold Šarina | placeOfOrigin | Očová,Bertold Šarina pochada z Očová.,1,,,,3
tiny-aya-global__sk-qa_fi_hsb__Id19,hsb,"- nemeckí vojaci | action | partially burned
- nemeckí vojaci | target | Bystrická kotlina","**Hornjoserbski RDF triple:** **nemeckí vojaci** | **akcija** | **częściowo spalone** **nemeckí vojaci** | **cel** | **Bystrická kotlina** **Překlady:** **nemeckí vojaci** → *nemeckí żołnierze* (powšitkowne substancja) **akcija** → *akcja* (powšitkowne wopisko) **częściowo spalone** → *częściowo spalone* (powšitkowne wopisko) **cel** → *cel* (powšitkowne wopisko) **Uwagi:** W RDF triple nie ma miejsca na dodawanie dodatkowych informacji, więc nie ma potrzeby tworzenia dłuższych zdań. Wszystkie nazwy własne (np. *nemeckí vojaci*, *Bystrická kotlina*) zostały przetłumaczone w oryginalnej formie. Predykat *akcija* został przetłumaczony jako *akcja*, a *cel* jako *cel*, zgodnie z instrukcjami.",1,,1.0,,1
qwen3-1_7b__sk-qa_fi_hsb__Id85,hsb,"- Michal Dočolomanský | performedRole | Mária Ondrejková
- Mária Ondrejková | isTitleRoleIn | Na skle maľované
- Na skle maľované | isType | divadelná hra",Michal Dočolomanský | performedRole | Mária Ondrejková Mária Ondrejková | isTitleRoleIn | Na skle maľované Na skle maľované | isType | divadelná hra,1,,1.0,,1
gpt-oss-120b__sk-qa_fi_hsb__Id29,hsb,"- piešťanský Grand Hotel Royal | nameDuringPeriod | Grand Hotel Slovan
- socializmus | timePeriod | 08-12-1992
- Grand Hotel Slovan | laterName | Slovan",Piešťanski Grand Hotel Royal měł mjeno Grand Hotel Slovan. Socializm ma časowy period 08‑12‑1992. Grand Hotel Slovan měł pozdźišće mjeno Slovan.,5,,,,3
llama4-scout__cs-qa_fi_hsb__Id89,hsb,"- Kamenice u Lesa | created by | zatopením lomu Most–Ležáky
- Kamenice u Lesa | openingDate | 2020",Rěčna wjes Kamenice u Lesa bu wutworjena přez zatopenje lomu Most–Ležáky. Ona bu wotwarta w lěće 2020.,5,,,,3
gemma4-e4b__sk-qa_fi_hsb__Id140,hsb,"- Zálesná Poruba | flowsInto | Dunaj
- Zálesná Poruba | confluenceLocation | Kolárovo",Zálesná Poruba teče u Dunaj; Zálesná Poruba se spaja u Kolárovo.,1,,1.0,,1
