eid,category,shape,shape_type,size,sentence,reasoning
Id427,geography,,,2,Folklórne Slávnosti Pod Poľanou is a Folklórne Slávnosti held in Turčiansky Svätý Martin.,"We need to produce fluent English prose expressing both triples. Subject: ""Folklórne Slávnosti Pod Poľaná"" (maybe ""Pod Poľanou""? but given as ""Folklórne Slávnosti Pod Poľanou""). Predicate location -> Turčiansky Svätý Martin. Predicate eventType -> Folklórne Slávnosti (the type). So we need to say: ""Folklórne Slávnosti Pod Poľanou is a Folklórne Slávnosti that takes place in Turčiansky Svätý Martin."" Or ""The Folklórne Slávnosti Pod Poľanou, a Folklórne Slávnosti, is located in Turčiansky Svätý Martin."" Must include both facts. Use only given info. So: ""Folklórne Slávnosti Pod Poľanou is a Folklórne Slávnosti held in Turčiansky Svätý Martin."" That covers both. Ensure no extra info. Output only sentence."
Id428,geography,,,2,"The western edge is the location of Bojnice, and Poľana is located at the western edge.","We need to produce fluent English prose expressing both triples. Triples: 1. západný okraj | locationOf | Bojnice Interpretation: ""západný okraj"" is the location of Bojnice. So ""západný okraj"" is a location (maybe ""western edge"") that is the location of Bojnice. So Bojnice is located at západný okraj? Actually predicate locationOf: subject is location, object is entity located there. So ""západný okraj is the location of Bojnice."" So Bojnice is located at the western edge. 2. Poľana | locatedAt | západný okraj Interpretation: Poľana is located at západný okraj. We need to combine: The western edge is the location of Bojnice, and Poľana is located at the western edge. We need to translate ""západný okraj"" to English: ""western edge"". It's not a proper name, so translate. So we have: ""The western edge is the location of Bojnice, and Poľana is located at the western edge."" Make sure we include both facts. Could also phrase: ""The western edge is the location of Bojnice, and Poľana is located at the western edge."" That's fine. Ensure no extra info. Output only sentence(s)."
Id429,culture,,,4,"Jožo Ráž, Ivan Schranz, Juraj Farkaš and Zdeno Baláž are founders of Elán.","We need to produce a single fluent English sentence (or two short ones) that expresses all facts: Jožo Ráž is founder of Elán; Ivan Schranz is founder of Elán; Juraj Farkaš is founder of Elán; Zdeno Baláž is founder of Elán. We must not add any extra info. So we can say: ""Jožo Ráž, Ivan Schranz, Juraj Farkaš and Zdeno Baláž are founders of Elán."" That covers all. Use plural ""founders"". That includes all four. Ensure we don't add extra. That's fine. Check: The predicate is ""isFounderOf"". So ""are founders of"". Good. Output only the sentence."
Id430,history,,,2,"Univerzita v Banskej Bystrici is named after Andrej Kmeť, who was a Slovak scientist.","We need to produce fluent English prose expressing both triples. Triples: 1. Univerzita v Banskej Bystrici | namedAfter | Andrej Kmeť 2. Andrej Kmeť | occupation | slovenský vedec We need to translate non-proper entities: ""Univerzita v Banskej Bystrici"" is a proper name (University in Banska Bystrica). Keep as is. ""Andrej Kmeť"" is proper. ""slovenský vedec"" means ""Slovak scientist"". So occupation: Slovak scientist. We need to express that the University is named after Andrej Kmeť, and that Andrej Kmeť's occupation is Slovak scientist. We can combine: ""The University in Banská Bystrica is named after Andrej Kmeť, who was a Slovak scientist."" That includes both facts. Check: ""University in Banská Bystrica"" is translation of ""Univerzita v Banskej Bystrici"". Should we keep original name? The instruction: Keep proper named entities in original form. ""Univerzita v Banskej Bystrici"" is a proper name, so keep it unchanged. So sentence: ""Univerzita v Banskej Bystrici is named after Andrej Kmeť, who was a Slovak scientist."" That includes both facts. No extra info. Output only sentence."
Id431,geography,,,5,"Poľana is a mountain range and a strongly eroded stratovolcano located in Kúpeľný ostrov, and it has been a protected landscape area since 1981-01-01.","We need to produce fluent English prose expressing all facts. Triples: 1. Poľana isA pohorie (mountain range? ""pohorie"" is Slovak for ""mountain range"". Should translate to English: ""mountain range"".) 2. Poľana location Kúpeľný ostrov (Kúpeľný ostrov is a proper name? It seems like a place name, maybe ""Kúpeľný ostrov"". Keep as is.) 3. Poľana isA silne erodovaný stratovulkán (means ""strongly eroded stratovolcano"". So translate: ""strongly eroded stratovolcano"".) 4. Poľana protectionStatus chránená krajinná oblasť (means ""protected landscape area"".) 5. Poľan protectionStartDate 1981-01-01 (date.) We need to include all facts. So we need to say Poľana is a mountain range and a strongly eroded stratovolcano, located in Kúpeľný ostrov, and it has been a protected landscape area since 1981-01-01. Make sure to include both isA statements. Could combine: ""Poľana is a mountain range and a strongly eroded stratovolcano"". Yes. Now produce sentence(s). Probably one sentence: ""Poľana is a mountain range and a strongly eroded stratovolcano located in Kúpeľný ostrov, and it has been a protected landscape area since 1981-01-01."" Check: includes all facts. Yes. Make sure not to add extra info. Use exact date. Return only sentence(s)."
Id432,politics,,,4,"Andrej Kiska is president of Slovenská republika, has presidential order 1042, and is co‑founder of Dobrý anjel, which is a charitable organization.","We need to produce a single fluent English sentence (or two short ones) that expresses all facts. Triples: 1. Andrej Kiska isPresidentOf Slovenská republika -> ""Andrej Kiska is president of the Slovak Republic."" (Slovenská republika is the Slovak Republic; keep as given? It's a proper name? It's a proper name in Slovak. Should we translate? The instruction: translate any entity that is NOT a proper named entity into English. ""Slovenská republika"" is a proper named entity (the name of a country). So keep as original. So ""Andrej Kiska is president of Slovenská republika."" 2. Andrej Kiska presidentialOrder 1042 -> ""Andrej Kiska's presidential order is 1042"" or ""Andrej Kiska has presidential order 1042."" Need natural. 3. Andrej Kiska isCoFounderOf Dobrý anjel -> ""Andrej Kiska is co‑founder of Dobrý anjel."" 4. Dobrý anjel isA charitable organization -> ""Dobrý anjel is a charitable organization."" Combine: ""Andrej Kiska is president of Slovenská republika, has presidential order 1042, and is co‑founder of Dobrý anjel, which is a charitable organization."" That includes all facts. Ensure we used all. Yes. Check: ""presidential order"" maybe a specific term; we keep as predicate translation. Use ""presidential order 1042"". Good. Return only sentence(s)."
Id433,other,,,3,"Univerzita Komenského has the faculty Fakulta sociálnych a ekonomických ved, which was founded in 2024 and is the youngest.","We need to produce fluent English prose expressing all facts. Triples: 1. Univerzita Komenského | hasFaculty | Fakulta sociálnych a ekonomických ved 2. Fakulta sociálnych a ekonomických ved | foundingDate | 2024 3. Fakulta sociálnych a ekonomických ved | isYoungest | true We need to translate non-proper entities: ""Univerzita Komenského"" is a proper name (University of Komenský). ""Fakulta sociálnych a ekonomických ved"" is a proper name (Faculty of Social and Economic Sciences). So keep them as is. Predicate translations: - hasFaculty -> ""has the faculty"" or ""has faculty"". Could say ""Univerzita Komenského has the faculty Fakulta sociálnych a ekonomických ved."" - foundingDate -> ""was founded in"" or ""has a founding date of"". Use ""was founded in 2024."" - isYoungest -> ""is the youngest"" or ""is youngest"". Since true, we can say ""It is the youngest."" We need to include all facts. Could combine: ""Univerzita Komenského has the faculty Fakulta sociálnych a ekonomických ved, which was founded in 2024 and is the youngest."" That includes all three. Check: ""isYoungest true"" means the faculty is the youngest (presumably among faculties). So ""is the youngest"" is fine. Make sure we preserve numbers exactly: 2024. Thus final sentence: ""Univerzita Komenského has the faculty Fakulta sociálnych a ekonomických ved, which was founded in 2024 and is the youngest."" That's one sentence. Ensure no extra info. Good."
Id435,politics,,,5,"Adam Ďurica, a politician, lost his driver's license and caused an accident in Bratislava that damaged a traffic light.","We need to produce fluent English prose expressing all facts. Triples: 1. Adam Ďurica | occupation | politik -> occupation is ""politician""? The object is ""politik"" which is Slovak for ""politician"". Need to translate non-proper entity to English: ""politician"". So: Adam Ďurica's occupation is politician. 2. Adam Ďurica | lost | vodičský preukaz -> lost ""driver's license"". Translate ""vodičský preukaz"" to English: ""driver's license"". So: Adam Ďurica lost his driver's license. 3. nehoda | location | Bratislava -> ""nehoda"" means ""accident"". So: The accident was in Bratislava. 4. nehoda | damaged | semafor -> ""semafor"" means ""traffic light"". So: The accident damaged a traffic light. 5. Adam Ďurica | caused | nehoda -> Adam Ďurica caused the accident. We need to combine all facts in one or two short sentences. Must include all facts: Adam Ďurica is a politician, lost his driver's license, caused an accident, the accident was in Bratislava, and the accident damaged a traffic light. We can write: ""Adam Ďurica, a politician, lost his driver's license and caused an accident in Bratislava that damaged a traffic light."" Check: includes occupation, lost driver's license, caused accident, location, damaged traffic light. Yes. Make sure no extra info. That's fine. Output only sentence(s)."
Id436,politics,,,3,Denník N revealed a plagiarism case that is related to a rigorous work authored by Kuko.,"We need to produce fluent English prose expressing all facts. Triples: 1. Denník N | revealed | plagiarism case 2. plagiarism case | relatedTo | rigorózna práca 3. rigorózna práca | author | Kuko We need to translate predicates: ""revealed"", ""relatedTo"", ""author"". Entities: ""Denník N"" is a proper named entity (a newspaper). ""plagiarism case"" is a common noun phrase. ""rigorózna práca"" is a phrase in Slovak meaning ""rigorous work"" maybe, but it's not a proper name, so translate to English. Should we translate ""rigorózna práca"" to English? The instruction: ""Translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). Keep proper named entities (names of people, places, organisations, works, etc.) in their original form."" So ""rigorózna práca"" is not a proper name, so translate to English: ""rigorous work"". Also ""plagiarism case"" is already English. ""Kuko"" is a proper name? Likely a surname, so keep as ""Kuko"". So we need to express: Denník N revealed a plagiarism case; the plagiarism case is related to a rigorous work; the rigorous work was authored by Kuko. We need to include all facts. Could be: ""Denník N revealed a plagiarism case that is related to a rigorous work authored by Kuko."" That includes all three facts in one sentence. Does it preserve all? Yes: reveals case, case related to work, work author Kuko. Good. Make sure not to add extra info. Use ""related to"" as predicate translation. Could say ""related to"". So final sentence: ""Denník N revealed a plagiarism case that is related to a rigorous work authored by Kuko."" Check: includes all facts. No extra. Good."
Id437,culture,,,9,"Andrej Danko is a Slovak actor, humorist, screenwriter, producer, and moderator, and he is known for roles in Uragán, Hurikán, Susedia, and Kutyil s.r.o.","We need to produce a single fluent English sentence (or two short ones if needed) that expresses all facts. We have subject Andrej Danko, multiple isA: slovenský herec (Slovak actor), humorista (humorist), scenárista (screenwriter), producent (producer), moderátor (moderator). Also knownForRolesIn: Uragán, Hurikán, Susedia, Kutyil s.r.o. We need to translate non-proper entities: ""slovenský herec"" => ""Slovak actor"". ""humorista"" => ""humorist"". ""scenárista"" => ""screenwriter"". ""producent"" => ""producer"". ""moderátor"" => ""moderator"". The knownForRolesIn objects: Uragán, Hurikán, Susedia, Kutyil s.r.o. These appear to be titles of works; they are proper names, keep as is. We need to include all facts. Could be: ""Andrej Danko is a Slovak actor, humorist, screenwriter, producer, and moderator, and he is known for roles in Uragán, Hurikán, Susedia, and Kutyil s.r.o."" That includes all. Ensure we didn't add extra info. The phrase ""and he is known for roles in"" matches predicate knownForRolesIn. Good. We must not add any other facts. That sentence includes all. Output only the sentence(s)."
Id438,history,,,3,The celebration named Deň vzniku Slovenskej republiky took place on 1981-01-01 in Slovensko.,"We need to produce fluent English prose expressing all facts. Triples: 1. 1981-01-01 | dateOf | celebration Interpretation: The date of the celebration is 1981-01-01. So ""The celebration took place on 1981-01-01"" or ""The celebration's date is 1981-01-01."" 2. celebration | location | Slovensko -> The celebration's location is Slovensko (Slovakia). So ""The celebration was held in Slovensko."" 3. celebration | name | Deň vzniku Slovenskej republiky -> The celebration's name is ""Deň vzniku Slovenskej republiky"" (Day of the founding of the Slovak Republic). Keep proper name as is. We need a single sentence (or two short ones) that includes all facts. Could be: ""The celebration named Deň vzniku Slovenskej republiky took place on 1981-01-01 in Slovensko."" That includes name, date, location. Ensure we use the predicate translations: dateOf -> date, location -> location, name -> name. The sentence uses them naturally. Thus final answer: ""The celebration named Deň vzniku Slovenskej republiky took place on 1981-01-01 in Slovensko."" Check: includes all three facts. Yes. Return only sentence."
Id439,geography,,,1,Rakúsko has the short name PIENAP.,"We need to produce a fluent English sentence expressing the triple: subject ""Rakúsko"", predicate ""shortName"", object ""PIENAP"". Need to translate subject if not proper named entity. ""Rakúsko"" is Slovak for ""Austria"". It's a proper name (country). Should we keep as is? The instruction: ""Translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). Keep proper named entities (names of people, places, organisations, works, etc.) in their original form."" ""Rakúsko"" is a proper named entity (country name) but it's in Slovak. Should we keep original? Yes, keep as is. Object ""PIENAP"" is likely an abbreviation, maybe proper name. Keep as is. Predicate ""shortName"" translate to English: ""has the short name"". So sentence: ""Rakúsko has the short name PIENAP."" That's it."
Id440,culture,,,6,"Univerzita Komenského has the Filozofická fakulta, which is part of Univerzita Komenského, is located at Zemplínska Šírava, is one of the oldest faculties, and focuses on social sciences and humanities.","We need to produce fluent English prose expressing all facts. Entities: ""Univerzita Komenského"" (proper name), ""Filozofická fakulta"" (proper name? It's a faculty name, likely proper). ""Zemplínska Šírava"" location (proper). ""najstaršie fakulty"" is a phrase meaning ""the oldest faculties"". Should translate to English: ""one of the oldest faculties"". ""spoločenské vedy"" = ""social sciences"". ""humanitné štúdiá"" = ""humanities studies"" or ""humanistic studies"". Probably ""humanities"". We'll translate as ""social sciences"" and ""humanities"". Need to include all facts: - Univerzita Komenského has faculty Filozofická fakulta. - Filozofická fakulta is part of Univerzita Komenského (redundant but both need expressed). - Filozofická fakulta location Zemplínska Šírava. - Filozofická fakulta is one of the oldest faculties. - Filozofická fakulta focuses on social sciences. - Filozofická fakulta focuses on humanities. We can combine: ""Univerzita Komenského has the Filozofická fakulta, which is part of Univerzita Komenského, is located at Zemplínska Šírava, is one of the oldest faculties, and focuses on social sciences and humanities."" That includes all. Ensure no extra info. Use ""has faculty"" translation. Might need to mention both directions but can be covered by ""has the Filozofická fakulta, which is part of Univerzita Komenského"". That covers both. Provide single sentence."
Id441,history,,,1,The Slovenská republika’s first president was Martina Moravcová.,"We need to produce a fluent English sentence expressing the triple: subject ""Slovenská republika"" predicate ""firstPresident"" object ""Martina Moravcová"". Need to translate non-proper entities: ""Slovenská republika"" is likely ""Slovak Republic"" (proper name?), it's a proper name of a country, but it's in Slovak. Should we keep as is? The instruction: ""Translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). Keep proper named entities (names of people, places, organisations, works, etc.) in their original form."" ""Slovenská republika"" is a proper name of a state, so it's a proper named entity, so keep original. ""firstPresident"" is predicate, translate to English: ""first president"". Object ""Martina Moravcová"" is a proper name, keep. Thus sentence: ""The Slovenská republika's first president was Martina Moravcová."" Or ""Slovenská republika's first president was Martina Moravcová."" Use ""first president"". Must include all facts: that Slovenská republika has firstPresident Martina Moravcová. So sentence: ""The Slovenská republika's first president was Martina Moravcová."" That's fine. Check: Use only given info, no extra. Good."
Id442,culture,,,2,Ján Červeň writes prose under the pseudonym N.E. Vreč and is an author from Bocianska Dolina.,"We need to produce a single fluent English sentence (or two short ones) that expresses both facts. Triples: 1. Ján Červeň writes prose under pseudonym N.E. Vreč. 2. Ján Červeň is author from Bocianska Dolina. We need to translate predicate: writesProseUnderPseudonym => writes prose under the pseudonym. isAuthorFrom => is an author from. Combine: ""Ján Červeň writes prose under the pseudonym N.E. Vreč and is an author from Bocianska Dolina."" Make sure proper nouns remain. That's fine. We must not add extra info. Use exactly given. Thus final answer: ""Ján Červeň writes prose under the pseudonym N.E. Vreč and is an author from Bocianska Dolina."" Check: includes both facts. Good."
Id444,politics,,,4,"RIS, whose full name is Rómska Iniciatíva Slovenska, is a former political party in Muránska planina.","We need to produce fluent English prose expressing all facts. Triples: 1. Rómska Iniciatíva Slovenska | fullNameOf | RIS Interpretation: The full name of RIS is Rómska Iniciatíva Slovenska. Actually predicate ""fullNameOf"" suggests that RIS's full name is Rómska Iniciatíva Slovenska. So we can say ""RIS, whose full name is Rómska Iniciatíva Slovenska, ..."" 2. RIS | type | political party 3. RIS | country | Muránska planina 4. RIS | status | former We need to include all facts: RIS is a former political party in Muránska planina, whose full name is Rómska Iniciatíva Slovenska. Make a single sentence: ""RIS, whose full name is Rómska Iniciatíva Slovenska, is a former political party in Muránska planina."" That includes type, status, country, full name. Yes. Check: ""type"" = political party, ""status"" = former, ""country"" = Muránska planina. Use ""in"" for country? Might be region. It's okay. Thus output that sentence."
Id445,geography,,,2,"Čadca is located in the Váh River Valley, and the Váh is a river.","We need to produce a single fluent English sentence (or two short ones) that expresses both facts. Triples: 1. Čadca | locatedIn | Váh River Valley 2. Váh | riverType | River We need to translate subject and object. Čadca is a place (town). Váh River Valley is a location. Váh is a river, with type River. We need to express: Čadca is located in the Váh River Valley, and the Váh is a river (type River). Could combine: ""Čadca is located in the Váh River Valley, and the Váh is a river."" That includes both facts. Ensure we keep proper names unchanged. ""Váh River Valley"" is proper? It's a location name. Keep as is. ""Váh"" is proper. Use ""river type River"" -> ""the Váh is a river."" That conveys the type. Thus sentence: ""Čadca is located in the Váh River Valley, and the Váh is a river."" Check: includes both facts. No extra info. Good. Return only sentence."
Id446,geography,,,2,"The Vrbovský kanál starts at Žaluzice, which is located in Michalovce.","We need to produce fluent English prose expressing both triples. Triples: 1. Vrbovský kanál startsAt Žaluzice. 2. Žaluzice isLocatedIn Michalovce. We need to translate non-proper entities: ""Vrbovský kanál"" is a proper name? It's likely a proper name (a canal). Keep as is. ""Žaluzice"" is a place name, proper. ""Michalovce"" is a place name, proper. So keep them. We need to express both facts in one sentence or two short ones. Could say: ""The Vrbovský kanál starts at Žaluzice, which is located in Michalovce."" That includes both facts. Ensure we use ""starts at"" and ""is located in"". Good. Output only the sentence(s)."
Id447,geography,,,9,"Bratislava, Štúrovo and Slovensko are significant cities, and each is located on the Dunaj. Bratislava and Štúrovo are in the country Slovensko, and Slovensko is in the country Slovensko.","We need to produce fluent English prose covering all facts. Triples: 1. Bratislava isSignificantCity true -> Bratislava is a significant city. 2. Bratislava isLocatedOn Dunaj -> Bratislava is located on the Dunaj. 3. Štúrovo isSignificantCity true -> Štúrovo is a significant city. 4. Štúrovo isLocatedOn Dunaj -> Štúrovo is located on the Dunaj. 5. Slovensko isSignificantCity true -> Slovensko is a significant city. 6. Slovensko isLocatedOn Dunaj -> Slovensko is located on the Dunaj. 7. Bratislava country Slovensko -> Bratislava is in the country Slovensko. 8. Štúrovo country Slovensko -> Štúrovo is in the country Slovensko. 9. Slovensko country Slovensko -> Slovensko is in the country Slovensko. (self-referential) We need to include all facts. Could combine: ""Bratislava, Štúrovo, and Slovensko are significant cities; each is located on the Dunaj, and Bratislava and Štúrovo are in the country Slovensko, which is also in the country Slovensko."" Need to include that Slovensko is a significant city and located on Dunaj, and also that Slovensko is in the country Slovensko. Make sure we don't add extra info. Use ""the Dunaj"" maybe? The object is ""Dunaj"" which is likely a river. Keep as ""the Dunaj"". Use proper names unchanged. Sentence(s): maybe one sentence is enough. ""Bratislava, Štúrovo and Slovensko are significant cities; each is located on the Dunaj, Bratislava and Štúrovo are in the country Slovensko, and Slovensko is in the country Slovensko."" Check all facts: includes significance for all three, location on Dunaj for all three, country for Bratislava and Štúrovo, and country for Slovensko (self). Yes. Make sure not to add any extra. Use semicolon maybe okay. It's still one sentence. Could be two short ones: first sentence about significance and location, second about country. Let's produce two short sentences: ""Bratislava, Štúrovo and Slovensko are significant cities, and each is located on the Dunaj. Bratislava and Štúrovo are in the country Slovensko, and Slovensko is in the country Slovensko."" That covers all. Output only sentences."
Id448,culture,,,2,Jana Kirschner is a Slovak author and is known for literature for children and youth.,"We need to produce fluent English prose expressing both triples. Triples: 1. Jana Kirschner | isAuthorType | slovenský autor 2. Jana Kirschner | isKnownFor | literatúra pre deti a mládež We need to translate non-proper entities: ""slovenský autor"" means ""Slovak author"". ""literatúra pre deti a mládež"" means ""literature for children and youth"". So sentence: ""Jana Kirschner is a Slovak author and is known for literature for children and youth."" We must not add extra info. That's fine. Output only sentence(s). One sentence is fine."
Id449,culture,,,3,Beatrix Littmannová was a Slovak singer who died in the 19th century.,"We need to produce fluent English prose expressing all facts. Triples: - Beatrix Littmannová | occupation | speváčka - Beatrix Littmannová | nationality | slovenská - Beatrix Littmannová | deathYear | 19 storočia We need to translate non-proper entities: ""speváčka"" is Slovak for ""singer"". ""slovenská"" is ""Slovak"". ""19 storočia"" is ""the 19th century"". So we need to say: Beatrix Littmannová was a Slovak singer who died in the 19th century. Or ""Beatrix Littmannová was a Slovak singer; she died in the 19th century."" Must include all facts. Use only given info. No extra. Thus sentence: ""Beatrix Littmannová was a Slovak singer who died in the 19th century."" That includes occupation, nationality, deathYear. Check: deathYear is ""19 storočia"" which is ""19th century"". That's a period, not a specific year, but we follow. Thus output single sentence."
Id451,geography,,,2,"Banskobystrický kraj is located in Východ Slovenska, which is part of Slovensko.","We need to produce fluent English prose expressing both triples. Triples: 1. Banskobystrický kraj | locatedIn | Východ Slovenska 2. Východ Slovenska | isPartOf | Slovensko We need to translate non-proper entities: ""Banskobystrický kraj"" is a proper name? It's a region name in Slovak, likely proper. Keep as is. ""Východ Slovenska"" means ""East Slovakia"". It's a region name, maybe proper. Keep as is. ""Slovensko"" is Slovakia, proper. Keep. We need to express both facts: Banskobystrický kraj is located in Východ Slovenska, and Východ Slovenska is part of Slovensko. We can combine: ""Banskobystrický kraj is located in Východ Slovenska, which is part of Slovensko."" That's one sentence. Ensure we use predicate translations: ""located in"" and ""is part of"". Good. Output only sentence(s)."
Id452,sports,,,3,"Majk Spirit plays for ŠK Svätý Jur, a Slovak football club, and was active in 2024.","We need to produce a single fluent English sentence (or two short ones) that expresses all facts. Triples: 1. Majk Spirit playsFor ŠK Svätý Jur. 2. ŠK Svätý Jur isA slovenský futbalový klub. That is Slovak football club. So translate: ""ŠK Svätý Jur is a Slovak football club."" 3. Majk Spirit activeInYear 2024. So ""Majk Spirit was active in 2024"" or ""is active in 2024"". Use present? activeInYear suggests year of activity. Could say ""was active in 2024"". Keep numbers. Combine: ""Majk Spirit plays for ŠK Svätý Jur, a Slovak football club, and was active in 2024."" Check: includes all facts. Yes. Output only sentence."
Id453,politics,,,3,Jana Hubinská is a lawyer who represented the political party Aliance nového občana in the NRSR.,"We need to produce fluent English prose expressing all facts. Triples: - Jana Hubinská | profession | právnik (Czech/Slovak word for ""lawyer"") - Jana Hubinská | representedIn | NRSR (likely abbreviation for National Council of the Slovak Republic? but we must not infer; just use NRSR as given) - Jana Hubinská | representedPoliticalParty | Aliance nového občana (Czech/Slovak for ""Alliance of the New Citizen""? but we keep as given) We need to translate non-proper entities: ""právnik"" -> ""lawyer"". ""representedIn"" predicate: we need to translate to English: ""represented in"". ""representedPoliticalParty"": maybe ""represented the political party"". So sentence: ""Jana Hubinská is a lawyer who represented the political party Aliance nového občana in the NRSR."" Check: includes profession, representedPoliticalParty, representedIn. Yes. Make sure we keep proper names: Jana Hubinská, NRSR, Aliance nového občana. Use ""lawyer"". Good. Output only sentence."
Id454,culture,,,2,Medzinárodný festival Magicfestival is a festival located in Slovakia.,"We need to produce fluent English prose expressing both triples. Subject: ""Medzinárodný festival Magicfestival"". That's a proper name? It's a phrase in Slovak meaning ""International festival Magicfestival"". It's a proper named entity? Probably treat as proper name. Keep as is. Predicates: location -> Slovensko (Slovakia). eventType -> festival. So sentence: ""The Medzinárodný festival Magicfestival is a festival that takes place in Slovakia."" Or ""Medzinárodný festival Magicfestival is a festival located in Slovakia."" Must include both facts. Use only given info. So: ""Medzinárodný festival Magicfestival is a festival located in Slovakia."" That covers both. Ensure no extra info. Output only sentence."
Id455,geography,,,4,"Sedlo, whose name is Názov Ružinov, is located in Nízke Tatry and connects Bocianska Dolina and Liptov.","We need to produce fluent English prose expressing all facts. Triples: 1. Sedlo | location | Nízke Tatry -> Sedlo is located in Nízke Tatry. 2. Sedlo | connects | Bocianska Dolina -> Sedlo connects Bocianska Dolina. 3. Sedlo | connects | Liptov -> Sedlo connects Liptov. 4. Sedlo | name | Názov Ružinov -> The name of Sedlo is Názov Ružinov. But ""Názov Ružinov"" seems like a name; we keep as is. So ""Sedlo's name is Názov Ružinov."" We need to combine into one sentence or two short ones. Could be: ""Sedlo, whose name is Názov Ružinov, is located in Nízke Tatry and connects Bocianska Dolina and Liptov."" That includes all facts. Yes. Check: includes location, connects both, name. Good. Output only sentence(s)."
Id456,sports,,,3,"Peter Lipa is Slovak, an athlete whose sport is the long jump.","We need to produce fluent English prose expressing all facts. Triples: - Peter Lipa | nationality | slovenská (Slovak) - Peter Lipa | profession | atlétka (athlete, but ""atlétka"" is Slovak for female athlete? Actually ""atlétka"" is female athlete. But we must translate entity that is not proper named entity into English. So ""atlétka"" -> ""athlete"". Should we keep gender? Probably just ""athlete"". - Peter Lipa | sport | skok do diaľky (long jump) We need to express: Peter Lipa is Slovak, is an athlete, and participates in long jump. Could be: ""Peter Lipa is Slovak, works as an athlete, and competes in the long jump."" Use ""profession"" as ""is an athlete"". So sentence: ""Peter Lipa is Slovak, an athlete who competes in the long jump."" That includes all three facts. Ensure we mention nationality, profession, sport. That covers. Output only sentence(s)."
Id457,geography,,,4,"Rastislav Podoba is an artist who is active in Kulisovo, which is a city in Slovakia.","We need to produce fluent English prose expressing all facts. Triples: 1. Rastislav Podoba | profession | umelec. ""umelec"" is Slovak for ""artist"". It's not a proper named entity, so translate to English: ""artist"". So: ""Rastislav Podoba's profession is artist"" or ""Rastislav Podoba is an artist."" 2. Rastislav Podoba | activeInCity | Kulisovo. Means he is active in the city Kulisovo. So: ""Rastislav Podoba is active in Kulisovo."" 3. Kulisovo | country | Slovakia. So: ""Kulisovo is in Slovakia."" 4. Kulisovo | type | mesto. ""mesto"" is Slovak for ""city"". So: ""Kulisovo is a city."" Combine into one or two short sentences. Must include all facts. Could be: ""Rastislav Podoba is an artist who is active in Kulisovo, which is a city in Slovakia."" That includes all facts: profession, activeInCity, Kulisovo type city, country Slovakia. Yes. Check: ""Kulisovo, which is a city in Slovakia"" includes both type and country. Good. Thus output single sentence."
Id459,geography,,,1,Sabinov district is located in Hlavná bratislavská autobusová stanica.,"We need to produce a fluent English sentence expressing the triple: subject ""okres Sabinov"" predicate ""locatedIn"" object ""Hlavná bratislavská autobusová stanica"". Need to translate non-proper entities to English. ""okres Sabinov"" likely means ""Sabinov district"". ""Hlavná bratislavská autobusová stanica"" is Slovak for ""Main Bratislava bus station"". Is that a proper named entity? It's a specific station name, likely proper. But instruction: Keep proper named entities (names of people, places, organisations, works, etc.) in original form. ""Hlavná bratislavská autobusová stanica"" is a proper name, so keep as is. ""okres Sabinov"" includes ""okres"" meaning district, but ""Sabinov"" is a place name. The whole phrase maybe considered a proper name? Might be ""okres Sabinov"" as a district name. Probably treat as proper entity? The rule: translate any entity that is NOT a proper named entity into English (e.g. common nouns, roles, generic descriptions). ""okres Sabinov"" is a district name, likely proper. But ""okres"" is a common noun ""district"". The phrase ""okres Sabinov"" could be ""Sabinov district"". So we translate to English: ""Sabinov district"". The object is a proper name, keep as is. Thus sentence: ""Sabinov district is located in Hlavná bratislavská autobusová stanica."" That expresses the triple. Check: Use only given info. Yes. Return only sentence."
Id460,culture,,,3,"The Slovenská filmová a televízna akadémia, which operates under the acronym SFTA, is an interest organization from Czechoslovakia.","We need to produce a single fluent English sentence (or two short ones) that expresses all facts. Triples: 1. Slovenská filmová a televízna akadémia operatesUnderAcronym SFTA. 2. Slovenská filmová a televízna akadémia isType záujmová organizácia. 3. Slovenská filmová a televízna akadémia isFromCountry Česko-Slovensko. We need to translate non-proper entities: ""záujmová organizácia"" is Slovak for ""interest organization"" or ""interest group"". Probably ""interest organization"". Keep proper names: Slovenská filmová a televízna akadémia, SFTA, Česko-Slovensko (Czechoslovakia). So sentence: ""The Slovenská filmová a televízna akadémia, which operates under the acronym SFTA, is an interest organization from Czechoslovakia."" Make sure includes all facts. Yes. Output only sentence."
