eid,category,shape,shape_type,size,sentence,reasoning
Id10,geography,,,1,"Kladensko ma wuh jako rěč, kotraž so wuhna.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence (or two short ones) that expresses the fact from the triple: subject Kladensko, predicate minedResource, object uhlí. We must translate predicate to Upper Sorbian, and also translate non-proper nouns (like ""minedResource"" maybe to ""rěč, kotraž so wuhna""? Actually ""mined resource"" is a resource that is mined. The object ""uhlí"" is Czech for ""coal"". Should we keep ""uhlí"" as is? It's not a proper name, it's a common noun, so we need to translate to Upper Sorbian. Upper Sorbian for ""coal"" is ""wuh"". Actually ""coal"" in Upper Sorbian is ""wuh"". Let me check: In Lower Sorbian ""wuh"" maybe. Upper Sorbian ""wuh"". Yes, ""wuh"". So we translate ""uhlí"" to ""wuh"". The subject ""Kladensko"" is a place name, proper name, keep as is. Predicate ""minedResource"" we need to translate to Upper Sorbian phrase. Could be ""je rěč, kotraž so wuhna"" or ""ma rěč wuh"". But we need to keep the meaning: Kladensko minedResource uhlí => ""Kladensko wuh wuhna""? Actually ""Kladensko wuh wuhna"" is not correct. Better: ""Kladensko ma wuh jako rěč, kotraž so wuhna."" Or ""Kladensko wuh wuhna"". But we need to use predicate translation: maybe ""wuhna"" as verb ""to mine"". But the predicate is a noun phrase ""mined resource"". Could be ""rěč, kotraž so wuhna"". So sentence: ""Kladensko ma rěč, kotraž so wuhna, a to je wuh."" But we must not add facts not in triple. The triple only says Kladensko minedResource uhlí. So we can say ""Kladensko wuh wuhna."" That is ""Kladensko mines coal."" That uses verb ""wuhna"" (to mine). But predicate is ""minedResource"", not ""mines"". However we can express as ""Kladensko ma wuh jako rěč, kotraž so wuhna."" That adds ""ma"" (has) and ""jako rěč"". Might be adding extra info? The triple says Kladensko has a mined resource which is coal. So ""Kladensko ma wuh jako rěč, kotraž so wuhna."" That includes ""ma"" (has) and ""jako rěč"". Is that extra? It's logical inference but maybe acceptable because it's just rephrasing. But we must not add facts not present. ""ma"" is implied by ""minedResource"". The object is the resource, so Kladensko has that resource. So ""Kladensko ma wuh jako rěč, kotraž so wuhna."" That seems okay. We need to translate predicate ""minedResource"" to Upper Sorbian: maybe ""rěč, kotraž so wuhna"". So sentence: ""Kladensko ma wuh jako rěč, kotraž so wuhna."" That is fluid. We must output only the sentence(s). So final answer: one sentence in Upper Sorbian. Thus: ""Kladensko ma wuh jako rěč, kotraž so wuhna."""
Id11,politics,,,1,Miroslava Němcová je členka ODS.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence (or two short ones) that expresses the fact from the triple: subject Miroslava Němcová, predicate isMemberOf, object ODS. Must translate predicate to Upper Sorbian and use it naturally. Entities that are not proper names should be translated: ""isMemberOf"" becomes something like ""je čłon"" or ""je čłon organizacije"". ODS is a proper name (Czech political party), keep as is. So sentence: ""Miroslava Němcová je čłon ODS."" That is a simple sentence. Should we translate ""member of"" as ""čłon"" (member) and maybe ""je čłon"" is enough. Could also say ""Miroslava Němcová je čłonka ODS."" Since Miroslava is female, ""čłonka"" maybe. Upper Sorbian for female member: ""čłonka"". So ""Miroslava Němcová je členka ODS."" Use proper translation. Provide only the sentence."
Id12,history,,,1,Barrandovské filmové ateliéry ma załožitelja Miloša Havela.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence (or two short ones) that expresses the fact from the triple: subject ""Barrandovské filmové ateliéry"", predicate ""founder"", object ""Miloš Havel"". Must translate predicate to Upper Sorbian, and translate non-proper nouns. Subject is a proper name? ""Barrandovské filmové ateliéry"" seems like a name of film studios, maybe proper noun? It's a name, but it's not a person. It's a proper name of an organization, likely keep original? The instruction: ""Swójske mjena (mjena wosobow, městnow, organizacijow, dźěłow atd.) wostaj w originalnej formje."" So keep ""Barrandovské filmové ateliéry"" as is. Object ""Miloš Havel"" is a proper name, keep as is. Predicate translate to Upper Sorbian: ""founder"" -> ""załožitelj"" maybe? Upper Sorbian for founder is ""załožitelj"". Could also be ""zakladatel"". I think ""załožitelj"" is correct. So sentence: ""Barrandovské filmové ateliéry ma załožitelja Miloša Havela."" Need to reflect grammar: ""ma"" = has. ""załožitelja"" is genitive? Actually ""ma załožitelja"" (has founder). Use proper case: ""Miloš Havel"" in genitive: ""Miloša Havela"". So sentence: ""Barrandovské filmové ateliéry ma załožitelja Miloša Havela."" That is fluid. Provide only that sentence."
Id13,geography,,,2,Najwyša dypka Krkonoš ma wysokosć 1603 a je dźěl Krkonoše.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Two triples: 1. Subject: ""Nejvyšší bod Krkonoš"" (the highest point of Krkonoše) predicate: ""height"" object: 1603 2. Subject: ""Nejvyšší bod Krkonoš"" predicate: ""partOf"" object: ""Krkonoše"" We must translate predicate to Upper Sorbian, and translate non-proper nouns (common nouns) to Upper Sorbian. The subject ""Nejvyšší bod Krkonoš"" includes ""Nejvyšší bod"" (highest point) and ""Krkonoš"" (proper name of mountain range). Should we translate ""Nejvyšší bod"" to Upper Sorbian? It's a common noun phrase, but includes ""Nejvyšší"" (highest) and ""bod"" (point). Should we keep as is? The instruction: ""Přełož do hornjoserbšćiny kóždu entitu, kotraž njeje swójske mjeno (na př. powšitkowne substantiwy, funkcije, powšitkowne wopisanja). Swójske mjena (mjena wosobow, městnow, organizacijow, dźěłow atd.) wostaj w originalnej formje."" So we translate each entity that is not a proper name. ""Nejvyšší bod Krkonoš"" includes ""Nejvyšší bod"" (common) and ""Krkonoš"" (proper). So we translate ""Nejvyšší bod"" to Upper Sorbian: ""najwyša dypka""? Actually ""bod"" is ""point"" maybe ""dypka"" or ""bod"". Upper Sorbian for ""point"" is ""dypka"" (like ""point"" in geography). ""Highest point"" = ""najwyša dypka"". So ""najwyša dypka Krkonoš"". The object ""Krkonoše"" is proper name, keep as is. The object ""1603"" is a number, keep. Predicate ""height"" translate to Upper Sorbian: ""wysokosć"" maybe ""wysokosć"" (height). Or ""wysokosć"" is noun, but predicate should be verb? Could be ""ma wysokość"" but we need to use predicate as part of sentence. The instruction: ""Predikat přełož přeco do hornjoserbšćiny a wužij jón přirozenje w sadźe."" So we translate predicate to Upper Sorbian and use it naturally in the sentence. So ""height"" -> ""wysokosć"". In a sentence: ""ma wysokosć 1603 m"" maybe. But we must not add extra facts not in triples. The triple says height 1603 (presumably meters). We cannot add ""m"". So just ""1603"". Could say ""ma wysokosć 1603"". That's fine. Second triple: predicate ""partOf"" translate to Upper Sorbian: ""je dźěl"" or ""je dźěl wot""? Actually ""part of"" = ""je dźěl"" or ""je dźěl z"". Could be ""je dźěl"" (is part of). So sentence: ""najwyša dypka Krkonoš je dźěl Krkonoše."" That uses only given facts. We need to output one or two sentences (maybe combine). Could combine: ""Najwyša dypka Krkonoš ma wysokosć 1603 a je dźěl Krkonoše."" That uses both facts. Does it introduce any extra info? ""a"" (and) is just conjunction, not new fact. It's okay. It uses both triples. Should we keep ""najwyša dypka Krkonoš"" as subject for both? Yes. Thus final answer: a single sentence in Upper Sorbian: ""Najwyša dypka Krkonoš ma wysokosć 1603 a je dźěl Krkonoše."" Check translation: ""najwyša"" (highest) ""dypka"" (point). ""ma wysokosć"" (has height). ""je dźěl"" (is part of). Good. Return only the sentence."
Id14,history,,,1,Bitva u Slavkova proběhowała w Napoleonské války.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence (or two short ones) that expresses the fact given by the triple: subject ""Bitva u Slavkova"", predicate ""occurredDuring"", object ""Napoleonské války"". Must translate predicate to Upper Sorbian and use it naturally. Also translate entities that are not proper names: ""Napoleonské války"" is a proper name? It's a name of wars, but likely considered a proper name, maybe keep as is. ""Bitva u Slavkova"" is also a proper name (battle). So both remain unchanged. Predicate ""occurredDuring"" translate to Upper Sorbian: ""stał se w"" or ""proběhował w"" or ""był w"". Probably ""stał se w"". So sentence: ""Bitva u Slavkova stał se w Napoleonskich válkach."" Need to keep ""Napoleonské války"" as given, but maybe adjust case? The object is ""Napoleonské války"". In Upper Sorbian, the phrase ""w Napoleonskich válkach"" is correct case. But we must not modify the entity? The instruction: ""Přełož do hornjoserbšćiny kóždu entitu, kotraž njeje swójske mjeno (na př. powšitkowne substantiwy, funkcije, powšitkowne wopisanja). Swójske mjena (mjena wosobow, městnow, organizacijow, dźěłow atd.) wostaj w originalnej formje."" So proper names stay original. ""Napoleonské války"" is a proper name, so keep unchanged. But we need to adjust grammar? Might be okay to keep as is, but the case may be wrong. However they said not to change proper names. So we keep ""Napoleonské války"". The predicate translation: ""stał se w"". So sentence: ""Bitva u Slavkova stał se w Napoleonské války."" That sounds odd because case. But maybe acceptable. Could also use ""proběhowała w Napoleonské války"". But ""proběhowała"" is past feminine? ""Bitva"" is feminine, so ""proběhowała"". So ""Bitva u Slavkova proběhowała w Napoleonské války."" That uses predicate ""proběhowała w"". That is okay. Use ""proběhowała"" as translation of ""occurred"". So final answer: one sentence."
Id15,history,,,2,"Historiske město Most ma přičinu rušenja těžbu wuhła, a těžba wuhła je typ zasobu wuhł.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Two triples: 1. subject: ""historické město Most"" (historical city Most) predicate: ""reasonForDemolition"" object: ""těžba uhlí"" (coal mining) 2. subject: ""těžba uhlí"" predicate: ""resourceType"" object: ""uhlí"" (coal) We must translate entities that are not proper names. So ""historické město Most"" includes ""historické město"" (historical city) plus proper name ""Most"". The phrase ""historické město Most"" is a proper name? The proper name is ""Most"". So we keep ""Most"" as is, but translate ""historické město"" to Upper Sorbian: ""historiske město"". So subject becomes ""historiske město Most"". Predicate ""reasonForDemolition"" translate to Upper Sorbian: maybe ""přičina demolacije"" or ""přičina rušenja"". Need a natural phrase. Use ""přičina rušenja"". Object ""těžba uhlí"" translate: ""těžba uhlí"" is a phrase meaning ""coal mining"". ""těžba"" is ""těžba"" in Czech; Upper Sorbian for mining is ""těžba""? Upper Sorbian word for mining is ""těžba"" maybe ""těžba"". Could be ""těžba"". But we need to translate non-proper nouns. So ""těžba uhlí"" -> ""těžba uhlí"" maybe keep as is? ""uhlí"" is ""coal"". Upper Sorbian for coal is ""wuhł"". Actually Upper Sorbian ""coal"" is ""wuhł"". ""těžba"" maybe ""těžba"". Upper Sorbian for mining is ""těžba"". Might be ""těžba"". But we can translate to ""těžba wuhła"". Let's use ""těžba wuhła"". So object becomes ""těžba wuhła"". Next triple: subject ""těžba uhlí"" -> same translation ""těžba wuhła"". Predicate ""resourceType"" translate: ""typ resursa"" or ""typ zasobu"". Use ""typ zasobu"". Object ""uhlí"" -> ""wuhł"". So second sentence: ""těžba wuhła ma typ zasobu wuhł."" But we need to combine facts into one fluid sentence or two short sentences. Must use only given facts. So we can say: ""Historiske město Most ma přičinu rušenja těžbu wuhła, a těžba wuhła je typ zasobu wuhł."" That uses both triples. Ensure we didn't add any extra info. ""ma přičinu rušenja"" = has reason for demolition. ""těžbu wuhła"" is object. Good. ""je typ zasobu wuhł"" uses second triple. All entities translated. Use proper name Most unchanged. Use Upper Sorbian for other words. Provide only the sentence(s). Probably one sentence is okay. Provide just that."
Id16,culture,,,6,"Městny znak Třebíč wobsahuje štít. Štít ma rozdźělenje na tři horizontelne pola. Hornje polo je čerwjeny, dolnje polo je čerwjeny, a srjedźne polo je běłe. Srjedźne polo wobsahuje tři černe benediktinske kapy.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) describing the facts given, using only the information in triples. No extra facts. Translate entities that are not proper names. Predicates must be translated to Upper Sorbian and used naturally. Triples: 1. ""znak města Třebíč"" (city sign of Třebíč) | consistsOf | ""štít"" (shield) 2. ""štít"" | hasDivision | ""tři vodorovná pole"" 3. ""horní pole"" | hasColor | ""červená"" 4. ""dolní pole"" | hasColor | ""červená"" 5. ""střední pole"" | hasColor | ""bílá"" 6. ""střední pole"" | contains | ""tři černé benediktinské kápě"" We need to produce a sentence(s) that naturally uses these facts. Entities: ""znak města Třebíč"" is a proper name? It's a phrase, but includes ""Třebíč"" proper name, but ""znak města"" is generic. So we translate ""znak města Třebíč"" as ""znak města Třebíč"" maybe keep as is? The rule: translate each entity that is not a proper name. ""znak města Třebíč"" includes generic ""znak města"" plus proper name ""Třebíč"". So we translate ""znak města"" to Upper Sorbian: ""znak města"". Already in Czech? Upper Sorbian for ""znak města"" maybe ""městny znak"". But we need to translate to Upper Sorbian. Let's translate: ""městny znak"". So ""městny znak Třebíč"". Keep Třebíč unchanged. ""štít"" is generic, translate to Upper Sorbian: ""štít"" is already Upper Sorbian? It's Czech? In Upper Sorbian ""štít"" also means shield. Might be same. Keep. ""tři vodorovná pole"" translate: ""tři"" = ""tři"" in Upper Sorbian is ""tři""? Upper Sorbian for three is ""tři"" as well? Actually Upper Sorbian ""tři"" is ""tři"". ""vodorovná"" = ""horizontelne"". ""pole"" = ""pola"". So ""tři horizontelne pola"". Might be ""tři horicowate pola""? Let's use ""tři horizontelne pola"". Good. ""horní pole"" = ""hornje polo"". ""dolní pole"" = ""dolnje polo"". ""střední pole"" = ""srjedźne polo"". Colors: ""červená"" = ""čerwjeny"". ""bílá"" = ""běła"". ""černé"" = ""černy"". ""benediktinské kápě"" = ""benediktinske kapy"". ""tři černé benediktinské kápě"" = ""tři černe benediktinske kapy"". Upper Sorbian for ""černé"" maybe ""černe"". Use ""černe"". So phrase: ""tři černe benediktinske kapy"". Now construct sentences: The city sign of Třebíč consists of a shield. The shield has a division of three horizontal fields. The upper field is red, the lower field is red, the middle field is white. The middle field contains three black Benedictine caps. Make fluid Upper Sorbian: ""Městny znak Třebíč wobsahuje štít. Štít ma rozdźělenje na tři horizontelne pola. Hornje polo je čerwjeny, dolnje polo je čerwjeny, a srjedźne polo je běłe. Srjedźne polo wobsahuje tři černe benediktinske kapy."" Check translation: ""wobsahuje"" for ""contains"". Predicates: ""consistsOf"" -> ""wobsahuje"" maybe ""sastaji so z""? But we can use ""wobsahuje"". ""hasDivision"" -> ""ma rozdźělenje"". ""hasColor"" -> ""je ..."". ""contains"" -> ""wobsahuje"". All good. Make sure we only use facts given. We didn't add any extra. Good. Return only the sentence(s). Probably one paragraph."
Id17,geography,,,2,Zlín ma lokaciju w dolinje Dřevnice. Dřevnice ma typ rěka.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) that expresses the facts given in the two RDF triples, using only the information present. No extra facts. Translate entities that are not proper names: ""location"" predicate becomes ""lokacija""? Actually need to translate predicate to Upper Sorbian. Also translate object ""údolí Dřevnice"" and ""řeka"". Need to keep proper names unchanged: Zlín, Dřevnice are proper names. ""údolí Dřevnice"" includes a proper name Dřevnice but ""údolí"" is a common noun, translate to Upper Sorbian ""dolina"". ""řeka"" translate to ""rěka"". Predicate ""location"" translate to ""lokacija""? In Upper Sorbian, ""lokacija"" maybe ""lokacija"" or ""lokacija""? Could be ""lokacija"" is borrowed. Could also be ""lokacija"" as noun. But we need to form a natural sentence: ""Zlín leži w dolinje Dřevnice."" Actually ""Zlín"" is a city, location is ""údolí Dřevnice"". So we can say: ""Zlín je w dolinje Dřevnice."" Use predicate ""je w"" maybe ""lokacija"" not needed. But we must use predicate translated: ""lokacija"" maybe ""lokacija"". Could phrase: ""Zlín ma lokaciju w dolinje Dřevnice."" But we need to reflect triple: subject | predicate | object. So we could produce two sentences: one for each triple. First triple: Zlín | location | údolí Dřevnice. So sentence: ""Zlín ma lokaciju w dolinje Dřevnice."" Or ""Zlín je w dolinje Dřevnice."" But we need to use predicate translation: ""lokacija"" maybe ""lokacija"". Use ""ma lokaciju"". That uses predicate as verb phrase? The instruction: ""Predikat přełož přeco do hornjoserbšćiny a wužij jón přirozenje w sadźe."" So we translate predicate and use it naturally. So ""location"" -> ""lokacija"". In a sentence, we could say ""Zlín ma lokaciju w dolinje Dřevnice."" That uses ""ma"" (has) plus ""lokaciju"". Might be okay. Second triple: Dřevnice | type | řeka. So ""Dřevnice je rěka."" Or ""Dřevnice ma typ rěka""? Better: ""Dřevnice je rěka."" Use predicate ""type"" -> ""typ"". So ""Dřevnice ma typ rěka."" But natural: ""Dřevnice je rěka."" However need to use predicate translation: ""typ"". Could say ""Dřevnice ma typ rěka."" That uses ""ma typ"". That seems okay. Thus produce two sentences: ""Zlín ma lokaciju w dolinje Dřevnice. Dřevnice ma typ rěka."" Ensure Upper Sorbian spelling: ""lokaciju"" maybe ""lokaciju"". ""dolinja"" is Upper Sorbian for ""valley""? Actually ""dolina"" is Czech, Upper Sorbian ""dolina"" also? Might be ""dolina"". Use ""dolina"". So ""w dolinje Dřevnice"" maybe ""w dolinje Dřevnice"". Upper Sorbian preposition ""w"" + locative ""dolinje"". So ""w dolinje Dřevnice"". Good. Thus final answer: one or two sentences. Provide only the sentences."
Id18,geography,,,2,Slanská hora ma mjeno Slanská hora a je w Slaný.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Two triples: 1. Subject: ""Slanská hora"" | predicate: ""locatedIn"" | object: ""Slaný"" 2. Subject: ""Slanská hora"" | predicate: ""name"" | object: ""Slanská hora"" We must translate predicate to Upper Sorbian, and translate non-proper nouns (common nouns, functions, descriptions) to Upper Sorbian. Proper names remain unchanged. We have ""locatedIn"" -> Upper Sorbian translation: ""je w"" or ""se nachadza w""? Probably ""je w"" (is in). ""name"" predicate: we need to express that its name is ""Slanská hora"". Could be ""ma mjeno"" or ""ma hódno"" but ""name"" as predicate: ""ma mjeno"". So we need to produce a sentence that includes both facts: The mountain Slanská hora is located in Slaný, and its name is Slanská hora. We must not add any facts not present. So we can say: ""Slanská hora ma mjeno Slanská hora a je w Slaný."" That uses both facts. Ensure proper translation: ""ma mjeno"" = has name. ""je w"" = is in. Upper Sorbian: ""je w"" is correct. Could also use ""se nachadza w"". But ""je w"" is simpler. Thus final output: one sentence. Ensure no extra punctuation beyond sentence. Provide only the sentence."
Id19,geography,,,1,Těžba wuhla přinjesa problemy w Karviné.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the information from the triple: subject ""těžba uhlí"", predicate ""causes"", object ""problémy v Karviné"". Must translate entities that are not proper names: ""těžba uhlí"" (coal mining) is a common noun phrase, translate to Upper Sorbian. ""causes"" predicate translate to Upper Sorbian verb. ""problémy v Karviné"" object: ""problémy"" is common noun, ""v Karviné"" includes proper name ""Karviná"" (Czech town). So ""Karviné"" is proper name, keep as is. So translate ""problémy"" to Upper Sorbian ""problemy""? Upper Sorbian word for ""problems"" is ""problemy"". So phrase: ""problemy w Karviné"". The predicate ""causes"" -> ""přinjesa"" (causes) or ""wywodu"". Probably ""přinjesa"" (cause). So sentence: ""Těžba uhlí přinjesa problemy w Karviné."" Need fluid Upper Sorbian. Ensure proper case: ""těžba uhlí"" is subject, keep as is (original). Could also translate ""těžba uhlí"" to Upper Sorbian ""těžba wuhla""? But it's not proper name, so translate. Upper Sorbian for ""coal mining"" is ""těžba wuhla"". So we should translate ""těžba uhlí"" to Upper Sorbian. The instruction: translate each entity that is not a proper name. So ""těžba uhlí"" -> ""těžba wuhla"". ""problémy"" -> ""problemy"". Predicate ""causes"" -> ""přinjesa"". So final sentence: ""Těžba wuhla přinjesa problemy w Karviné."" That uses only given facts. No extra info. Provide only the sentence."
